,NZ,N,Z,A,el,o,massexcess,uncmassex,binding,uncbind,B,beta,uncbeta,am_int,am_float,uncatmass
1297,1,57,56,113,Ba ,   x,-0.39784,0.00298,8.036,0.003,B-,0.0,0.0,112,9.5729,0.0032
1298,32,73,41,114,Nb ,   x,-0.35387,0.00503,8.1,0.004,B-,14.42,0.585,113,9.6201,0.0054
1299,30,72,42,114,Mo ,   x,-0.49807,0.00298,8.22,0.003,B-,8.793,0.526,113,9.4653,0.0032
1300,28,71,43,114,Tc ,   x,-58600.288,433.145,8290.259,3.8,B-,11621.524,433.159,113,937090.0,465.0
1301,26,70,44,114,Ru ,   x,-70221.811,3.55,8385.34,0.031,B-,5488.813,71.643,113,924613.78,3.811
1302,24,69,45,114,Rh ,    ,-75710.625,71.561,8426.624,0.628,B-,7780.319,71.891,113,918721.296,76.824
1303,22,68,46,114,Pd ,   x,-83490.943,6.945,8488.01,0.061,B-,1439.856,8.311,113,910368.78,7.456
1304,20,67,47,114,Ag ,   x,-84930.8,4.564,8493.778,0.04,B-,5084.133,4.573,113,908823.031,4.9
1305,18,66,48,114,Cd ,    ,-90014.932,0.276,8531.513,0.002,B-,-1445.132,0.382,113,903364.99,0.296
1306,16,65,49,114,In ,    ,-88569.801,0.301,8511.973,0.003,B-,1989.923,0.302,113,904916.402,0.323
1307,14,64,50,114,Sn ,    ,-90559.723,0.029,8522.566,0.0,B-,-6063.149,21.838,113,902780.132,0.031
1308,12,63,51,114,Sb ,    ,-84496.574,21.838,8462.518,0.192,B-,-2608.005,35.466,113,909289.191,23.444
1309,10,62,52,114,Te ,   x,-81888.569,27.945,8432.778,0.245,B-,-9.092,0.152,113,912089.0,30.0
1310,8,61,53,114,I  ,   x,-0.72796,0.00149,8.346,0.001,B-,-5.71,0.149,113,9.2185,0.0016
1311,6,60,54,114,Xe ,   x,-67085.89,11.178,8289.205,0.098,B-,-12403.629,71.976,113,927980.331,12.0
1312,4,59,55,114,Cs ,  -a,-54682.261,71.102,8173.538,0.624,B-,-8776.835,124.892,113,941296.175,76.331
1313,2,58,56,114,Ba ,  -a,-45905.426,102.676,8089.686,0.901,B-,0.0,0.0,113,950718.495,110.227
1314,33,74,41,115,Nb ,   x,-0.31354,0.00503,8.065,0.004,B-,13.395,0.643,114,9.6634,0.0054
1315,31,73,42,115,Mo ,   x,-0.44749,0.00401,8.175,0.003,B-,11.571,0.885,114,9.5196,0.0043
1316,29,72,43,115,Tc ,   x,-56319.99,789.441,8268.527,6.865,B-,9869.744,794.386,114,939538.0,847.5
1317,27,71,44,115,Ru ,   x,-66189.734,88.496,8347.547,0.77,B-,8040.097,88.79,114,928942.393,95.004
1318,25,70,45,115,Rh ,   x,-74229.831,7.316,8410.658,0.064,B-,6196.554,15.35,114,920310.993,7.854
1319,23,69,46,115,Pd ,    ,-80426.386,13.546,8457.738,0.118,B-,4556.268,21.649,114,913658.718,14.541
1320,21,68,47,115,Ag ,    ,-84982.654,18.268,8490.555,0.159,B-,3101.825,18.274,114,908767.363,19.611
1321,19,67,48,115,Cd ,    ,-88084.479,0.651,8510.724,0.006,B-,1451.867,0.651,114,905437.417,0.699
1322,17,66,49,115,In ,    ,-89536.346,0.012,8516.546,0.0,B-,497.489,0.01,114,903878.773,0.012
1323,15,65,50,115,Sn ,    ,-90033.835,0.015,8514.069,0.0,B-,-3030.432,16.025,114,903344.697,0.016
1324,13,64,51,115,Sb ,   x,-87003.403,16.025,8480.915,0.139,B-,-4940.644,32.214,114,906598.0,17.203
1325,11,63,52,115,Te ,   x,-82062.759,27.945,8431.15,0.243,B-,-5724.962,40.184,114,911902.0,30.0
1326,9,62,53,115,I  ,   x,-76337.797,28.876,8374.564,0.251,B-,-7681.049,31.313,114,918048.0,31.0
1327,7,61,54,115,Xe ,   x,-68656.748,12.109,8300.97,0.105,B-,-8.957,0.103,114,926293.945,13.0
1328,5,60,55,115,Cs ,   x,-0.59699,0.00102,8.216,0.001,B-,-10.68,0.225,114,9.3591,0.0011
1329,3,59,56,115,Ba ,   x,-0.4902,0.002,8.117,0.002,B-,0.0,0.0,114,9.47375,0.00215
1330,32,74,42,116,Mo ,   x,-0.415,0.005,8.146,0.004,B-,9.956,0.582,115,9.55448,0.00537
1331,30,73,43,116,Tc ,   x,-0.51456,0.00298,8.225,0.003,B-,12.613,0.298,115,9.4476,0.0032
1332,28,72,44,116,Ru ,   x,-64068.909,3.726,8326.883,0.032,B-,6667.213,73.926,115,931219.193,4.0
1333,26,71,45,116,Rh ,    ,-70736.122,73.832,8377.615,0.636,B-,9095.512,74.169,115,924061.645,79.261
1334,24,70,46,116,Pd ,   x,-79831.635,7.132,8449.28,0.061,B-,2711.019,7.842,115,914297.21,7.656
1335,22,69,47,116,Ag ,   x,-82542.653,3.26,8465.907,0.028,B-,6169.827,3.264,115,911386.812,3.5
1336,20,68,48,116,Cd ,    ,-88712.48,0.16,8512.35,0.001,B-,-462.731,0.272,115,904763.23,0.172
1337,18,67,49,116,In ,  -n,-88249.749,0.22,8501.617,0.002,B-,3276.221,0.24,115,905259.992,0.236
1338,16,66,50,116,Sn ,    ,-91525.97,0.096,8523.116,0.001,B-,-4703.82,5.16,115,901742.824,0.103
1339,14,65,51,116,Sb ,    ,-86822.15,5.16,8475.821,0.044,B-,-1553.189,28.417,115,906792.583,5.539
1340,12,64,52,116,Te ,   x,-85268.961,27.945,8455.687,0.241,B-,-7776.725,100.553,115,908460.0,30.0
1341,10,63,53,116,I  ,   +,-77492.236,96.592,8381.902,0.833,B-,-4445.512,95.707,115,916808.658,103.695
1342,8,62,54,116,Xe ,   x,-73046.724,13.041,8336.834,0.112,B-,-11.004,0.101,115,921581.112,14.0
1343,6,61,55,116,Cs ,  ea,-0.62043,0.001,8.235,0.001,B-,-7.463,0.224,115,9.33395,0.00108
1344,4,60,56,116,Ba ,   x,-0.5458,0.002,8.164,0.002,B-,-13.935,0.371,115,9.41406,0.00215
1345,2,59,57,116,La ,  -a,-0.40645,0.00312,8.037,0.003,B-,0.0,0.0,115,9.56365,0.00335
1346,33,75,42,117,Mo ,   x,-0.3617,0.005,8.1,0.004,B-,12.212,0.641,116,9.6117,0.00537
1347,31,74,43,117,Tc ,   x,-0.48382,0.00401,8.197,0.003,B-,11.108,0.59,116,9.4806,0.0043
1348,29,73,44,117,Ru ,   x,-59489.865,433.145,8285.562,3.702,B-,9407.508,433.236,116,936135.0,465.0
1349,27,72,45,117,Rh ,   x,-68897.373,8.892,8359.281,0.076,B-,7527.104,11.411,116,926035.623,9.546
1350,25,71,46,117,Pd ,    ,-76424.477,7.252,8416.929,0.062,B-,5757.537,14.766,116,917954.944,7.785
1351,23,70,47,117,Ag ,    ,-82182.014,13.572,8459.452,0.116,B-,4236.375,13.61,116,911773.974,14.57
1352,21,69,48,117,Cd ,  -n,-86418.389,1.013,8488.973,0.009,B-,2524.653,4.983,116,907226.038,1.087
